index,message
8874,gg boissssssssss
51464,hide use gold
40820,mafia in game
31875,....
7570,finally though a fairly even MM
34478,ajuda bando de corno
11720,s.a
19050,arty 2
47528,HOW LONG!!!
35397,yep
10640,no hp ypu retard
45250,Я обнаружен в H1!
12592,ts 5?
39728,)
12751,gg
38822,no up
18472,pls
4070,glad i let u hit that guy then lol
48410,t30 is waiting on the corner
48025,what are zou waiting?
7556,one of teh dogs that keep focusing me each time i play a heavy :)
46484,is time guys pls
43915,shut up
47556,spotting mid
45162,epic
8955,snivel somemore
35554,np
4765,all of u went on the hill
37473,grille u need to spot
2122,lol
40902,ggs
1973,right even
40503,AMX 13 F3 hit me
8177,fail team
37522,va
46675,gg
5872,wow
42580,any plan:
10184,lol
47617,????
22473,wooo keen for another blowout
10604,Im Spotted at K3!
17658,push me
29000,all gop together
4712,he pushed me into jagd e
4181,ima bro
35373,ok
34299,kari you idiot
1131,Just be happy
44528,full trololo
46658,its sad i was that bad
54486,nice 3 marks :)
27930,cap KV4 they will come to you
33502,red dragon can you be any more worthless???
4801,лт светите
6738,?
3879,на Е100
41933,teamplayer
44176,Засвет в квадрате A4!!!
47143,ДРОЧИЛЫ тупорылые
3458,i need 2 assist
5284,kv-4 noooob
9713,good luck to me
4308,kill it
10603,Im Spotted at K6!
17814,meds hopefuylly
26798,please don‘t go up the hill. You can‘t fight two BZs
31121,в итоге в ангаре сидите и пиздите
18007,PUSH KPZ
25434,fu vz
50089,*** this tank suck secound lost
43816,camper shits
29289,by meds ;]
4923,gg
38307,strv let him please
40262,***
15149,idiot strvz
7892,Im Spotted at J6!
43201,You don‘t have time to cap
52349,good to have a full hp su :(
20714,i cant spot
34198,idiot team
24447,position ebr
5412,way camp amx?
36416,yes
50688,10k dmg please
43716,gj cs for blocking elc idiot
45178,toger P
7136,Im Spotted at E2!
3847,gg team
22641,gonna wait
7960,Засвет в квадрате J6!!!
33732,fuck WG 8 vs 10
52314,whers the team
45252,Я обнаружен в J3!
2866,at15
43844,arty get setter
51278,e75 is new td?
29031,gg
53719,hit
15716,X tiers
19151,Im too slow
10144,next mongols
18746,hitler
42140,use HP boost on all your heavys please.
41596,ltg
45936,ferdinand
46968,elc fuck
7292,wow gg
18934,sure imbecile
8013,rhm &lt;33 spotted kid
25820,glglg
32079,Progeto an u spoet?
15746,end noobs
27834,r.i.p. team
34057,fu wg idioten mm
45711,GW PANTHER
21552,вам нужно давать им пизды
23842,usless team
51544,tree dpwm
22863,no time
21985,hf
24066,gg
13618,im sending a replay of this
26593,Не мешает бабахам по 0 давать в катки фугой. Не ссцы. вроде заряил фугу.
38240,GJ
21502,so serious team
47160,ez
46911,so i can spot kv5
28401,эм
28688,meds?
24228,hf gl ;-)
17919,whoa
27891,ДАУН
8677,and back to base for deff
43204,и тут решила по мне вьебать
30197,gg
33088,1000 cheating
16983,:)
39140,i spot
11996,PRay rng dont fug me
20858,еле едет
42863,gg
20417,are you blind??
41427,first target of the battle
44713,ggs
44821,gg
38017,Im Spotted at C6!
38684,hit me too for 190 lol
3092,Im Spotted at B9!
37986,T55...save our back
47781,nice team
8629,amtni
4729,just need a visual
1862,e4
16327,FU SCOUT
33311,useless platoon
23589,foch
24933,Лео конечно затащил катку
35569,сука
49987,what an idiot
11335,gg
2513,..
24157,260 du lappen
19612,proxy spot ho ri?
46130,gg
22361,ty
28806,wait me die ?
13371,lol
35822,jusr report him
34907,GL &amp; HF
45657,gj
21847,what a bunch od ***
34217,löwe and is; please: go back to drivers scool nobs
5248,we need snipers in the back please
36660,Im Spotted at D8!
3649,gg
39576,med kit
11667,gl hf all :|7
12314,WHY ARE THERE NO MID TANKS
47727,thank you
23331,fuckin are u duckin
52694,whew
35283,arty c1?
50640,bourrasque SPOT!
36607,кращий
31075,oh well I can only ping the map so many times....
1754,and you are responsible for half of it
37921,자증나서 아무것도 하기싫어지내
28135,nice
31682,patton run
10001,олень
23492,ATTACK !!!
28809,here
38972,come to papa
18663,wtf
28840,campers
15964,Засвет в квадрате K4!!!
31939,i hate my life rn
10051,lol
8254,at least we waited until we died to spectate
44752,Im not in a bad spot but i know im gonna die
10882,ty team
33722,я на гору
47850,yeesss :D
48323,"lets take the Hill, we are way faster. go up, dont brake!"
49764,T28 moroon
47579,stupid bastards
50207,use your hp strv
52273,nice job elc
10534,army of faggots
44183,omg
2102,i say it
23254,push
51135,first pool
6120,gg
46705,pls back
40800,arty cap
48720,trying to get spotted?
37028,siemka PL
52064,thought id get a few passes :(
12788,to je ten teamspeak hoši
13629,spoter
29616,WHY DID YOU BACK OFF
19711,nice game amx ac 48
34974,idk
45196,okay
42436,ez
4123,badger and foch 155
45858,regroup
36697,haha
42489,progetto
54525,wtf lol
44407,for my YouTube ;)
53752,smiecie piedrdolone kondony
53799,Im Spotted at H8!
40079,need to set up ambush
34063,fuking bots
35005,zawsze w lato pod dyskoteką ze straganem stoi pan
51583,Spotted at F3
49097,gg
43606,pudel where are you going?
13185,hahaha
12565,report idiot kid
52580,격
45651,i will be here
43634,lets cap
45721,let him come to u
12073,gg
21276,nuuu
36641,"dimon_20_12_ (Bourrasque), не мешай стрелять! Уйди с линии огня по противнику!"
21388,bot shit team
11341,why amx?
47207,терминатор как тт норм
3816,I go fast on E6 pls dont block me :)
51916,you ve did a graet job
32715,gg
10304,Im Spotted at F6!
49175,j
11629,"skyline98 (Centurion 7/1), you are blocking my target!"
15932,or start cap
36576,cn
36308,good job
20435,:)
42476,where tank destroyer would go?
21905,scout noob
20203,load gold
7098,gg
36285,move in front
41991,schade
48901,He bounced heat 2 times :D
12828,hauska vaunu
48132,u kidding me?
4925,gg
30970,you banned wg
32935,м12 їдь
6055,ПОСМОТРИ РЕПЛЕЙ ВАФЛЯ ПОТОМ ГУЕНДОСЬ
22079,"he wont, setter is an idiot."
45825,moveeeeeeeeee STRv
31161,#NAME?
26814,lost game
30184,ebr xD?
54634,1 more shot and 10k
40510,nailed it :)
44041,Kann mir wer bei C2 zur Hand gehen!
25147,"UDES, just go over and start shooting"
35669,not with 2 arties
36418,u2
30994,nah
45192,cap I will protect you
34297,fuck you
8158,gg
2294,today is the day when idiots play again?
8775,gg
2403,fucking lucker around the corner shot lol
16820,this what happens if you trickle in one by one....each one gets killed
30572,without brain
28578,we had this
17387,yes
27700,pool medal
11839,idiots LT...
13232,ihr voll schwuchteln
13168,push up
39226,nice
18885,gg
41861,nice
36689,Im Spotted at J4!
44260,idiot
4075,lol the buish
48686,l;a team de fill ede pute
47546,ty
19522,retard
54154,team
38579,gg
40666,charioteer get in A0
32113,2 idiot scouts
30615,Засвет в квадрате J4!!!
43051,nashorn make u job
19997,HBUDNESOHN
40933,cap it
47348,please
49091,VZ 7%
25937,I need spot
14325,drive
7088,??i
51634,glhf
21719,have a base to tend to
23831,this tank is awful lol
53381,i have 2k spot damage
1392,guys...
23783,Im Spotted at B7!
27349,Засвет в квадрате K5!!!
14167,idiot kpz
33133,Im Spotted at B5!
6823,TRY TO TAKE DITCH
22273,you all need to be quiet
43391,cap
11355,GRILE IDIOT
5845,Im Spotted at D7!
4764,"guys, stop playing high tiers"
24540,Засвет в квадрате H8!!!
19798,I'll light field.
21587,спасибо
26262,hope that you win this...
5649,reported
20963,perm spot no shot
50242,f unskilled noob team again
47811,4k spotting already XD
7170,he can not win ;D
26426,gg wp
6318,y are u playing like this?
44454,type 4
20574,тт аутища
14525,tvp may flipped or stuck somewhere
43158,fzck me
44043,Im Spotted at C3!
54603,omg
6436,no warning...
14434,he
40011,go amx
2647,T21...MOVE up
36727,"true, ELC even MVP"
17032,пт
16933,BOT m ii y z p m
46309,wtf
29528,Nice!
6672,wohin
40115,great...
45541,breh
28458,Im Spotted at F1!
4648,амінь )
23160,arty
16213,LEFT FLANK CHUCH SIDE NEEDS EL
11499,ст поможіть гору
21965,nos
7414,what a battle
22340,gg
36085,let push line K
19032,ok
31685,report our t54
49262,"중전 소대 저격은 머여 **넘들,"
23131,pyrra yalla
7861,No arty
16702,gg
42766,gg
18957,I've been spotted in E8!
54700,arl 44+ kv 1 s 2 noob idiot
11948,gg wp
11325,cant pen
10052,u fcking god bro
28095,sorry
6707,boy you dont know how to read stats do you i d 10t
9246,9 kill wow
34463,this tier 6 td is junk
14400,where
35136,thx
1944,juz dawno przegralismy
26575,лять...
37129,"i had a 7 kill, 5k damage game on ruinberg 2 matches ago lol"
43673,not enough of us here ffs
1121,i know
29146,"Tuan, epic idiot"
45764,push hill
45819,GG mate
3959,Im Spotted at K6!
2693,This game is too easy tbh
16406,gg
54489,pls spot
35240,always love that
27165,",spg"
21514,who is now the stupid kid??
27010,Quick
45181,gg
27115,turn
47605,plz focus light
51252,AMX cda dickhead
12983,мда
17966,now foch has 0 chance against them
47592,Dont cry
53104,arti the 268/5 please!
28812,back
23114,t32
33487,amx is a bot report him
27583,ehm
38740,i will go onlyo
10800,fck off
5024,real
10089,gg
7402,and THEN I CAN SEE HIM
36211,"EBR you need to scoutr mate, i now its painful"
5192,just fuck me
4250,amx army omg second match with amx
12284,"Shoot os die, nan"
14175,B-C 155 58 hit me
47560,spot that
40955,Im Spotted at E5!
21982,all good?
17526,idiot td
24218,s
39706,gg
8533,GG
32781,report cent for physics abuse pushing our viper around
35678,ez
44011,right now
37442,0 ammo
33158,so stupid
23077,GG
31049,arty wants me dead
48627,spott lis
31494,gj
41533,shoot reload and shooot
28756,su co cap
21562,nice camping
3025,300k for free
49245,go cap
19736,"i dont help you for stat polishing, go go"
17750,was für leute
31856,gg
5757,cmon arty the cs83
39679,??
6262,fv moved fellas
38550,spotted
22496,you know how this tank works?
7399,should have went down
13582,fuck u elc
2824,thc
50205,gg
30355,time
14474,CYKAAAA
24937,yes im a bot with 5k dmg
23279,omg moron
7398,idiot cent
38485,arty maus??
35926,:)
33145,сосіска_))
40453,gg
16266,sftu bot camper
14515,suiciding now
27944,no more ammo
8069,reload ?
13628,arty help
31867,AT-2 maybe on K-2
12221,go
24680,after battle ı talk to you moron
4882,lose this pls
7262,Im Spotted at F3!
11884,i provide cover fire
42971,6 people getting held by TWO heavy WHILE DEFENING
17932,elc
54074,I couldj't hide
6533,arty shot
30492,GO IDIOTS
5978,cahr know its youre game..
45655,******** bots
35195,279
36077,#ERROR!
6419,gg
14316,lol
48237,cap fast
26657,ст пля
43460,3 min
44943,fuck wg
42295,idiot
11418,"I am so glad, that you f disgusting assh are already dead"
10260,o ja pier
20501,хулі ти став баран
23433,omg time
6087,mate stop pinging and help
26224,бота тебя
5652,pidaras
22961,gg uselees team
13684,"aries, relocate"
53603,IS and Tiger soooo blind
13849,not spotted huh
16822,yes nice!
33007,k
16563,where to go
46342,ыещз!
7933,good luck
53727,your in a retARTY go drown like a byotch
22843,you are both full
19680,5 on thx team
23122,1снаряд)
12099,def
24578,???
35294,gg
51097,go back
20274,jakie to kurwa gówno
16129,704 reported
13525,"t34, wtf?!!!"
18812,morons
32258,thanks 50b
39966,красава
49676,wtf s conq
9397,ᄉᄇ
31370,ah
15321,bots
46707,i say back !
35389,we can win this
35520,Etwas Hilfe bei F3 wäre schon nett!
26230,debils
28887,i got 3 k spot
20559,amit
16397,xd
40698,protect E50
16959,gg
46521,spotted
43030,i‘m just bad player
33887,fucking ape
34048,and u are all noobs!!!
30217,Im Spotted at A7!
4751,**** berlin
4700,behind
38500,GG
18869,b2 idiot firing he now
47438,thanks
47619,i hate this *** map
49625,"hit the base fast, get points"
50368,i collect lose :D
8299,ggj
5946,tu trouve sa ou ?
22989,dam
40731,i needed you to take 1 shoot
15224,gg
46796,nbice
22419,i need kpz
51559,no cap
54041,Im Spotted at E5!
21347,ts 5 noob
26760,I‘ve been spotted in D4!
35473,Im Spotted at E6!
6076,Im Spotted at D5!
48162,all on one side... next fucking noob team
49500,gg
22101,he's just trollin...
50765,going to spot
40525,do you want him obj?
23466,t5 heavy peported
9750,kill wt mader facker
5123,gg
49205,OK
23211,gold loadıng :D
10250,там похоже мозгов нет уже)) даже раскладку на клаве сменить не может)
14727,xd
50950,"SU arty, suggest repositioning"
22873,вскрой себе еблище
46058,GJ!
54616,удес ты просто долба*б
2611,its just grabd
13883,gg
51172,track at15
45386,thx fuckers
14808,let me get in poss
11041,thx
23565,956dmg?????
11160,good later
36505,just run
37486,hope for 1 ding from 704 :(
36063,afk
26276,show me how y play
17276,ej krzychu
47416,gg
1593,then don't play it
40704,GGG
44327,gg
21037,nice gj people
14418,Арта (M53/M55) отстрелялась! По мне :(
34855,oh
36480,report E75
39193,vk?
41332,done
5835,Так точно!
42435,pen my turret
40744,gl.
38394,1 on cap. just in case
16930,yes
15726,of course wg -.- fair play
19179,wait i am coming
18131,pls
2709,Im Spotted at F6!
25729,OH MY WOW
17202,Засвет в квадрате A2!!!
20110,lolol
15891,top 50 last month
19084,ust camp there 430
12681,t71 try bush line
29510,come on guys ...
46254,huh?
31380,Learn to write
13392,GG
42206,gg
44555,new f retarded
53387,Im Spotted at F6!
17610,2 fuck camper heavys reportet
5877,animal
12325,churchil respect
36122,sorry
30567,NO E75... i am an IDIOT
31045,...
43398,"aw, I thought I was safe from tds"
21953,cap
50599,beautiful team
24864,provoke them out of forrest
21385,on the hill
8498,"3,7 k spot ^^"
13342,nice dancing mr daned
28889,go back for start
39986,gg
39480,1900 damage from arta
40728,we could do it
51806,tnx
17215,gg
31296,first 10k
38477,looks like i have to be a scout :D
14532,WHAT I SAY LOST
34536,ebr your moron
12057,fuck zou mom E3
42477,skorp
21807,gg
29372,spot
36970,ebr do your job
2954,im spotted
10062,coze?
6092,Im Spotted at K0!
35025,no cap
18384,gg
26296,Mous stop asking for help where u are
13445,bgr cap
32612,пусть они заедут
5089,the light one
20334,гриль
40785,arta
19824,scorpionG is such a momster tank^
30812,i carried this let me tiop gun
3829,fv whot me
50166,just sick and tired of bots
50550,good amx 50 100 player
48434,look behind you man
5116,gg
12740,manti vs manti nice
32672,nice
19606,they destroying every fucking battle
52420,he is a bot
21226,hahga
16420,best fight ever
37735,1 shot letf cmon
20480,light idiot
13838,sry :(
30263,Leopard left the game
37339,Im Spotted at E3!
52925,plz stfu
12437,nice
23449,gg
42790,sry
44239,go
4527,su 130
32300,Im Spotted at D5!
19040,attacks
43375,what a bs...
20905,all back to base to clear our AREA
32910,E75
20866,Im Spotted at B0!
29586,Im Spotted at D0!
24715,city lost
9408,我 视野 都 点不出去 杂赢
30705,no left
17615,"jawohl herr hauptman , eat wurst and kartofeln with Angela and migrants !!"
21435,rng says;we will make sure to place your shot in the same county that u origianlly aime at
3003,gg;)
33303,here not russia idiot
17856,gg
40320,;(
27609,777 polish KURVA
29654,кв 2 лучший
26568,хахаха
16492,gl o7
17195,виїбуть
25979,M53/M55 hit me
37353,GJ
11274,tytytyytyttyh
12384,m4
44220,&lt;3
25725,thx T28
15290,stock tank sorry
2940,wz go
48129,have*
47220,fuckking team
35544,f
6107,jhaaaaaaaaaaaaaaaaaaaag
6918,yep report
34493,wtf is our scout doing
3277,gg
41016,this is a patient map
30028,jp go
41932,i thought you were the one fighting JGP E100
22984,snipe from mid pls
4810,Im Spotted at D3!
18163,are you dead VK?
23185,no lights....
47391,Etwas Hilfe bei F7 wäre schon nett!
